Sex,Race/Ethnicity,Age,Stage at Diagnosis,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Modeled Rate (Regression Line),Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Male,Black (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2010,14.0605,12.9736,15.2085,14.0574,,,,,
Male,Black (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2011,13.7978,12.753,14.9008,14.1633,,,,,
Male,Black (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2012,15.504,14.3704,16.6971,14.2701,,,,,
Male,Black (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2013,14.7477,13.6712,15.8812,14.3776,,,,,
Male,Black (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2014,15.7818,14.684,16.9351,14.486,,,,,
Male,Black (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2015,13.9551,12.9225,15.0428,14.5951,,,,,
Male,Black (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2016,15.1213,14.0598,16.2366,14.7051,,,,,
Male,Black (includes Hispanic),All Ages,All Stages,Delay-adjusted Rates,2017,14.0868,13.0683,15.1582,14.816,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2000,3.7798,3.249,4.3703,3.8469,2000-2017,0.7078,0.2845,1.133,Trend is Rising
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2001,3.6137,3.0953,4.1916,3.8741,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2002,3.9798,3.4471,4.5701,3.9015,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2003,4.1095,3.5688,4.7076,3.9291,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2004,4.0945,3.5631,4.682,3.9569,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2005,3.7778,3.2653,4.3471,3.9849,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2006,3.9471,3.4182,4.5334,4.0132,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2007,4.052,3.5247,4.6352,4.0416,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2008,4.0233,3.4916,4.6117,4.0702,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2009,4.0837,3.5485,4.6755,4.099,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2010,4.3557,3.8048,4.9627,4.128,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2011,4.3331,3.7766,4.9465,4.1572,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2012,4.4219,3.8617,5.0386,4.1866,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2013,3.9645,3.4323,4.5538,4.2163,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2014,4.3556,3.8078,4.9588,4.2461,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2015,3.9854,3.4495,4.5786,4.2762,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2016,4.4032,3.8466,5.016,4.3064,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Observed Rates,2017,4.1988,3.6575,4.7958,4.3369,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2000,3.7798,3.249,4.3703,3.7878,2000-2017,1.0737,0.6599,1.4893,Trend is Rising
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2001,3.6137,3.0953,4.1916,3.8285,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2002,3.9798,3.4471,4.5701,3.8696,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2003,4.1095,3.5688,4.7076,3.9111,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2004,4.0945,3.5631,4.682,3.9531,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2005,3.7778,3.2653,4.3471,3.9955,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2006,3.9471,3.4182,4.5334,4.0384,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2007,4.052,3.5247,4.6352,4.0818,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2008,4.0233,3.4916,4.6117,4.1256,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2009,4.1063,3.5681,4.7013,4.1699,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2010,4.4016,3.8449,5.0147,4.2147,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2011,4.4054,3.8396,5.0287,4.26,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2012,4.5257,3.9523,5.1565,4.3057,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2013,4.0695,3.523,4.674,4.3519,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2014,4.4959,3.9305,5.1178,4.3987,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2015,4.1474,3.5898,4.7638,4.4459,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2016,4.6509,4.0629,5.2971,4.4936,,,,,
Male,Black (includes Hispanic),Ages < 50,All Stages,Delay-adjusted Rates,2017,4.5112,3.929,5.1519,4.5419,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2000,19.6503,16.5592,23.1502,19.4878,2000-2017,-0.3823,-1.5822,0.8321,Stable
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2001,20.3914,17.3019,23.8732,19.4133,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2002,20.2412,17.2037,23.6584,19.3391,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2003,23.3769,20.1822,26.9329,19.2651,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2004,20.8569,17.9087,24.1512,19.1915,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2005,15.5131,13.0177,18.3452,19.1181,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2006,16.9075,14.3495,19.7884,19.045,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2007,16.9621,14.4671,19.7629,18.9722,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2008,17.0136,14.576,19.742,18.8996,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2009,15.9635,13.6587,18.546,18.8274,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2010,18.548,16.1124,21.2478,18.7554,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2011,20.0349,17.5496,22.7737,18.6837,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2012,16.6805,14.4477,19.1608,18.6122,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2013,20.2013,17.763,22.8809,18.5411,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2014,22.5267,19.9837,25.3041,18.4702,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2015,15.5027,13.4294,17.8063,18.3996,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2016,18.2655,16.016,20.7428,18.3292,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2017,18.9482,16.665,21.4568,18.2591,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2000,19.6503,16.5592,23.1502,18.8877,2000-2017,0.3418,-0.9408,1.6409,Stable
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2001,20.3914,17.3019,23.8732,18.9522,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2002,20.2412,17.2037,23.6584,19.017,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2003,23.3769,20.1822,26.9329,19.082,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2004,20.8569,17.9087,24.1512,19.1472,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2005,15.5131,13.0177,18.3452,19.2127,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2006,16.9075,14.3495,19.7884,19.2783,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2007,16.9621,14.4671,19.7629,19.3442,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2008,17.0136,14.576,19.742,19.4103,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2009,16.137,13.8071,18.7463,19.4767,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2010,18.9484,16.46,21.7042,19.5432,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2011,20.69,18.1233,23.5153,19.61,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2012,17.404,15.0742,19.988,19.6771,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2013,21.3362,18.7607,24.1614,19.7443,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2014,24.0322,21.3189,26.9897,19.8118,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2015,16.8122,14.5633,19.3036,19.8795,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2016,20.2149,17.7249,22.9476,19.9475,,,,,
Male,Black (includes Hispanic),Ages 50-64,All Stages,Delay-adjusted Rates,2017,21.6818,19.0679,24.5414,20.0156,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2000,60.5513,52.6538,69.3092,60.9227,2000-2017,0.1128,-0.7908,1.0246,Stable
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2001,60.4414,52.5547,69.183,60.9914,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2002,59.157,51.4163,67.7392,61.0601,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2003,58.6453,51.1562,66.939,61.129,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2004,72.0808,63.6033,81.3723,61.1979,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2005,53.4777,46.3218,61.4264,61.2669,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2006,61.3874,53.7334,69.8219,61.336,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2007,55.9384,48.6994,63.9426,61.4052,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2008,56.7727,49.6193,64.6637,61.4744,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2009,63.6224,56.219,71.7305,61.5437,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2010,62.3358,55.1656,70.1817,61.6131,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2011,57.665,51.0096,64.9577,61.6826,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2012,73.0456,65.5804,81.1302,61.7521,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2013,64.6816,57.8365,72.118,61.8218,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2014,66.5453,59.6808,73.9827,61.8915,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2015,61.7588,55.3418,68.7185,61.9613,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2016,62.5336,56.1911,69.3977,62.0311,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Observed Rates,2017,52.3032,46.5983,58.5132,62.1011,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2000,60.5513,52.6538,69.3092,59.0947,2000-2017,0.8145,-0.0524,1.6889,Stable
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2001,60.4414,52.5547,69.183,59.576,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2002,59.157,51.4163,67.7392,60.0612,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2003,58.6453,51.1562,66.939,60.5504,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2004,72.0808,63.6033,81.3723,61.0436,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2005,53.4777,46.3218,61.4264,61.5408,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2006,61.3874,53.7334,69.8219,62.042,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2007,55.9384,48.6994,63.9426,62.5474,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2008,56.7727,49.6193,64.6637,63.0568,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2009,64.2523,56.7759,72.4377,63.5704,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2010,63.5652,56.2548,71.5595,64.0882,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2011,59.3988,52.5431,66.9036,64.6102,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2012,76.1088,68.3307,84.5224,65.1364,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2013,68.0711,60.8656,75.8874,65.6669,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2014,70.6125,63.3271,78.4928,66.2018,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2015,66.7211,59.7872,74.2249,66.741,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2016,69.0283,62.0247,76.5874,67.2846,,,,,
Male,Black (includes Hispanic),Ages 65+,All Stages,Delay-adjusted Rates,2017,59.9021,53.3645,66.9911,67.8326,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2000,2.576,1.8991,3.4167,3.2443,2000-2017,0.4288,-1.385,2.276,Stable
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2001,2.1776,1.5554,2.9653,3.2582,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2002,3.2765,2.4998,4.2184,3.2722,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2003,3.1249,2.3659,4.0503,3.2862,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2004,4.2385,3.3384,5.3065,3.3003,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2005,3.8644,3.0055,4.8928,3.3144,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2006,3.1396,2.3645,4.0875,3.3287,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2007,3.9151,3.0456,4.955,3.3429,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2008,3.3865,2.5839,4.3592,3.3573,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2009,3.3156,2.5237,4.2772,3.3717,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2010,3.9975,3.1217,5.0424,3.3861,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2011,3.6435,2.8115,4.6441,3.4006,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2012,3.5108,2.6975,4.4925,3.4152,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2013,2.7581,2.0403,3.6464,3.4299,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2014,3.5626,2.7374,4.5578,3.4446,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2015,2.1625,1.5301,2.9676,3.4594,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2016,3.1792,2.4013,4.1286,3.4742,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Observed Rates,2017,3.8442,2.985,4.8737,3.4891,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2000,2.576,1.8991,3.4167,3.1922,2000-2017,0.7964,-0.9912,2.6163,Stable
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2001,2.1776,1.5554,2.9653,3.2176,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2002,3.2765,2.4998,4.2184,3.2433,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2003,3.1249,2.3659,4.0503,3.2691,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2004,4.2385,3.3384,5.3065,3.2951,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2005,3.8644,3.0055,4.8928,3.3214,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2006,3.1396,2.3645,4.0875,3.3478,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2007,3.9151,3.0456,4.955,3.3745,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2008,3.3865,2.5839,4.3592,3.4014,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2009,3.3363,2.5394,4.3035,3.4285,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2010,4.0385,3.1537,5.0934,3.4558,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2011,3.7001,2.8552,4.7153,3.4833,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2012,3.5885,2.7573,4.5904,3.511,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2013,2.8241,2.089,3.732,3.539,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2014,3.6722,2.8215,4.696,3.5672,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2015,2.27,1.606,3.1117,3.5956,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2016,3.3505,2.5304,4.3476,3.6242,,,,,
Male,Black (includes Hispanic),Ages <15,All Stages,Delay-adjusted Rates,2017,4.1229,3.201,5.2224,3.6531,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2000,2.6997,2.0953,3.423,2.8108,2000-2017,0.9641,0.1138,1.8216,Trend is Rising
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2001,2.4166,1.8467,3.1055,2.8379,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2002,3.1156,2.4641,3.8852,2.8652,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2003,3.2795,2.6083,4.0693,2.8928,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2004,3.0881,2.4437,3.8495,2.9207,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2005,2.5598,1.97,3.2691,2.9489,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2006,2.8586,2.2288,3.6085,2.9773,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2007,2.775,2.1705,3.4953,3.006,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2008,3.2987,2.6208,4.0952,3.035,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2009,3.0973,2.4444,3.8676,3.0643,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2010,3.234,2.5697,4.0146,3.0938,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2011,3.2384,2.5582,4.0382,3.1236,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2012,3.295,2.625,4.0801,3.1537,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2013,2.6919,2.0859,3.4141,3.1841,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2014,3.3764,2.7193,4.1426,3.2148,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2015,3.1992,2.5572,3.9505,3.2458,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2016,3.4818,2.8175,4.2532,3.2771,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2017,3.0573,2.436,3.7857,3.3087,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2000,2.6997,2.0953,3.423,2.7677,2000-2017,1.3332,0.4844,2.1891,Trend is Rising
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2001,2.4166,1.8467,3.1055,2.8046,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2002,3.1156,2.4641,3.8852,2.842,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2003,3.2795,2.6083,4.0693,2.8799,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2004,3.0881,2.4437,3.8495,2.9182,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2005,2.5598,1.97,3.2691,2.9572,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2006,2.8586,2.2288,3.6085,2.9966,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2007,2.775,2.1705,3.4953,3.0365,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2008,3.2987,2.6208,4.0952,3.077,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2009,3.1138,2.4575,3.8881,3.118,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2010,3.2661,2.5952,4.0539,3.1596,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2011,3.2936,2.602,4.1061,3.2017,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2012,3.378,2.6909,4.1821,3.2444,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2013,2.7583,2.1375,3.4968,3.2877,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2014,3.4916,2.8126,4.282,3.3315,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2015,3.3248,2.6576,4.104,3.3759,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2016,3.6821,2.9798,4.4952,3.4209,,,,,
Male,Black (includes Hispanic),Ages 15-39,All Stages,Delay-adjusted Rates,2017,3.2769,2.6108,4.0549,3.4665,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2000,13.7224,11.9352,15.7001,13.2234,2000-2017,-0.0902,-1.0046,0.8327,Stable
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2001,14.3046,12.5125,16.28,13.2115,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2002,13.5095,11.7887,15.4088,13.1996,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2003,15.2811,13.4851,17.2483,13.1877,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2004,13.439,11.7887,15.2544,13.1758,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2005,10.9296,9.4667,12.5532,13.1639,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2006,12.1838,10.6618,13.8614,13.152,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2007,12.0102,10.5299,13.6404,13.1402,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2008,11.7291,10.2895,13.314,13.1283,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2009,11.6402,10.2277,13.1939,13.1165,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2010,12.9216,11.4554,14.5244,13.1047,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2011,13.8462,12.3455,15.4803,13.0928,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2012,12.4302,11.0091,13.9846,13.081,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2013,14.3145,12.8071,15.9524,13.0692,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2014,15.0254,13.502,16.6765,13.0575,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2015,11.8742,10.4996,13.3797,13.0457,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2016,13.1839,11.7496,14.747,13.0339,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2017,13.06,11.6433,14.6041,13.0222,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2000,13.7224,11.9352,15.7001,12.8837,2000-2017,0.5216,-0.4724,1.5255,Stable
Male,Black (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2001,14.3046,12.5125,16.28,12.9509,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2002,13.5095,11.7887,15.4088,13.0185,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2003,15.2811,13.4851,17.2483,13.0864,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2004,13.439,11.7887,15.2544,13.1546,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2005,10.9296,9.4667,12.5532,13.2232,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2006,12.1838,10.6618,13.8614,13.2922,,,,,
Male,Black (includes Hispanic),Ages 40-64,All Stages,Delay-adjusted Rates,2007,12.0102,10.5299,13.6404,13.3615,,,,,
